Date,Month,ID,Latitude ,Longitude,Time,On/Off Effort ,Transect,Wind ,Wind Direction,Beaufort Wind,Sea State,Visibility Left (1-5),Visibility Observer 2 Right,Cloud Cover,Glare Observer 1 (0-2),Glare Observer 2 (East Transect only),Turbidity,Number of Mantas,Notes
1/10/2025,1,47,26.56980668,-80.0375,2025-01-10T13:38:49Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,48,26.56530049,-80.0369,2025-01-10T13:39:00Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,49,26.56173147,-80.0368,2025-01-10T13:39:09Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,50,26.55994043,-80.037,2025-01-10T13:39:14Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,51,26.55873754,-80.0373,2025-01-10T13:39:17Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,52,26.55801,-80.0375,2025-01-10T13:39:19Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,53,26.55725889,-80.0377,2025-01-10T13:39:21Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,54,26.55488765,-80.0379,2025-01-10T13:39:27Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,55,26.55448708,-80.0379,2025-01-10T13:39:28Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,56,26.55246243,-80.038,2025-01-10T13:39:33Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,57,26.55166129,-80.038,2025-01-10T13:39:35Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,58,26.55047307,-80.038,2025-01-10T13:39:38Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,59,26.54929415,-80.0379,2025-01-10T13:39:41Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,60,26.54810451,-80.0379,2025-01-10T13:39:44Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,61,26.54573134,-80.0383,2025-01-10T13:39:50Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,62,26.54410617,-80.0387,2025-01-10T13:39:54Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,63,26.54249945,-80.0393,2025-01-10T13:39:58Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,64,26.54132171,-80.0398,2025-01-10T13:40:01Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,65,26.53901484,-80.0408,2025-01-10T13:40:07Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,66,26.53597204,-80.0417,2025-01-10T13:40:15Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,67,26.53446062,-80.0421,2025-01-10T13:40:19Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,68,26.53331322,-80.0423,2025-01-10T13:40:22Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,69,26.53189877,-80.0427,2025-01-10T13:40:26Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,70,26.53126828,-80.0429,2025-01-10T13:40:28Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,71,26.52908186,-80.0434,2025-01-10T13:40:35Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,72,26.52846848,-80.0435,2025-01-10T13:40:37Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,73,26.52607368,-80.0439,2025-01-10T13:40:45Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,74,26.52576917,-80.044,2025-01-10T13:40:46Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,75,26.52457064,-80.0442,2025-01-10T13:40:50Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,76,26.5217684,-80.0447,2025-01-10T13:40:59Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,77,26.52023921,-80.0447,2025-01-10T13:41:04Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,78,26.51900774,-80.0448,2025-01-10T13:41:08Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,79,26.5184091,-80.0449,2025-01-10T13:41:10Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,80,26.51674119,-80.0453,2025-01-10T13:41:16Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,81,26.51340838,-80.0459,2025-01-10T13:41:28Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,82,26.50842777,-80.0469,2025-01-10T13:41:46Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,83,26.50648073,-80.0475,2025-01-10T13:41:53Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,84,26.50537583,-80.0477,2025-01-10T13:41:57Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,85,26.50426883,-80.0479,2025-01-10T13:42:01Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,86,26.5037085,-80.048,2025-01-10T13:42:03Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,87,26.5001912,-80.0484,2025-01-10T13:42:15Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,88,26.49899318,-80.0487,2025-01-10T13:42:19Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,89,26.49779524,-80.0489,2025-01-10T13:42:23Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,90,26.49689569,-80.0491,2025-01-10T13:42:26Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,91,26.49659595,-80.0492,2025-01-10T13:42:27Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,92,26.49570831,-80.0494,2025-01-10T13:42:30Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,93,26.49343053,-80.0498,2025-01-10T13:42:38Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,94,26.49207911,-80.0498,2025-01-10T13:42:43Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,95,26.4915301,-80.0497,2025-01-10T13:42:45Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,96,26.49074103,-80.0496,2025-01-10T13:42:48Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,97,26.48995774,-80.0495,2025-01-10T13:42:51Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,98,26.48915953,-80.0494,2025-01-10T13:42:54Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,99,26.48779462,-80.0493,2025-01-10T13:42:59Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,100,26.48665527,-80.0494,2025-01-10T13:43:03Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,101,26.4826364,-80.0498,2025-01-10T13:43:17Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,102,26.47891031,-80.0507,2025-01-10T13:43:30Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,103,26.47749066,-80.0509,2025-01-10T13:43:35Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,104,26.47720098,-80.0509,2025-01-10T13:43:36Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,105,26.4732894,-80.0516,2025-01-10T13:43:49Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,106,26.47210605,-80.0518,2025-01-10T13:43:53Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,107,26.47031131,-80.0521,2025-01-10T13:43:59Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,108,26.46971402,-80.0522,2025-01-10T13:44:01Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,109,26.46883744,-80.0524,2025-01-10T13:44:04Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,110,26.46516558,-80.0533,2025-01-10T13:44:17Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,111,26.46145759,-80.0538,2025-01-10T13:44:30Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,112,26.46000576,-80.054,2025-01-10T13:44:35Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,113,26.45915123,-80.0541,2025-01-10T13:44:38Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,114,26.4585883,-80.0542,2025-01-10T13:44:40Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,115,26.4572829,-80.054,2025-01-10T13:44:45Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,116,26.45648209,-80.0533,2025-01-10T13:44:49Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,117,26.45613642,-80.0526,2025-01-10T13:44:52Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,118,26.45603735,-80.052,2025-01-10T13:44:54Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,119,26.45654722,-80.0503,2025-01-10T13:45:00Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,120,26.45761,-80.0492,2025-01-10T13:45:05Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,121,26.4596088,-80.0482,2025-01-10T13:45:12Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,122,26.46054899,-80.0479,2025-01-10T13:45:15Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,123,26.46414248,-80.0472,2025-01-10T13:45:26Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,124,26.46552885,-80.0471,2025-01-10T13:45:30Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,125,26.46624844,-80.0471,2025-01-10T13:45:32Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,126,26.46806798,-80.0471,2025-01-10T13:45:37Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,127,26.4688014,-80.0472,2025-01-10T13:45:39Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,128,26.47047794,-80.0481,2025-01-10T13:45:44Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,129,26.4711495,-80.0489,2025-01-10T13:45:47Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,130,26.47145142,-80.0501,2025-01-10T13:45:50Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,131,26.47126333,-80.0518,2025-01-10T13:45:54Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,132,26.47052782,-80.0531,2025-01-10T13:45:58Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,133,26.46940514,-80.0539,2025-01-10T13:46:02Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,134,26.46877784,-80.054,2025-01-10T13:46:04Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,135,26.46701848,-80.0539,2025-01-10T13:46:10Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,136,26.46541586,-80.0536,2025-01-10T13:46:16Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,137,26.46488889,-80.0535,2025-01-10T13:46:18Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,138,26.46380302,-80.0534,2025-01-10T13:46:22Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,139,26.46296239,-80.0534,2025-01-10T13:46:25Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,140,26.46012395,-80.0535,2025-01-10T13:46:35Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,141,26.45983821,-80.0535,2025-01-10T13:46:36Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,142,26.45869492,-80.0535,2025-01-10T13:46:40Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,143,26.45723814,-80.0535,2025-01-10T13:46:45Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,144,26.4560143,-80.0536,2025-01-10T13:46:49Z,1,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,145,26.45477344,-80.0539,2025-01-10T13:46:53Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,146,26.45088089,-80.0545,2025-01-10T13:47:05Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,147,26.44612307,-80.0552,2025-01-10T13:47:20Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,148,26.44423144,-80.0556,2025-01-10T13:47:26Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,149,26.44327716,-80.0557,2025-01-10T13:47:29Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,150,26.44296259,-80.0558,2025-01-10T13:47:30Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,1,
1/10/2025,1,151,26.44136005,-80.0561,2025-01-10T13:47:35Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,152,26.44004837,-80.0563,2025-01-10T13:47:39Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,153,26.43908311,-80.0565,2025-01-10T13:47:42Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,154,26.43844876,-80.0565,2025-01-10T13:47:44Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,155,26.43683164,-80.0567,2025-01-10T13:47:49Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,156,26.4342579,-80.0571,2025-01-10T13:47:57Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,157,26.4323433,-80.0574,2025-01-10T13:48:03Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,158,26.43203896,-80.0575,2025-01-10T13:48:04Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,159,26.43002328,-80.0577,2025-01-10T13:48:11Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,160,26.42945632,-80.0578,2025-01-10T13:48:13Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,161,26.42805411,-80.0579,2025-01-10T13:48:18Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,162,26.42486966,-80.0586,2025-01-10T13:48:29Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,163,26.42400381,-80.0587,2025-01-10T13:48:32Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,164,26.42066513,-80.0592,2025-01-10T13:48:44Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,165,26.4204,-80.0593,2025-01-10T13:48:45Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,166,26.41931254,-80.0594,2025-01-10T13:48:49Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,167,26.41584839,-80.0596,2025-01-10T13:49:01Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,168,26.41461239,-80.0597,2025-01-10T13:49:05Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,169,26.41023964,-80.0604,2025-01-10T13:49:19Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,170,26.40662502,-80.0605,2025-01-10T13:49:31Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,171,26.40248328,-80.0607,2025-01-10T13:49:45Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,172,26.40072383,-80.0608,2025-01-10T13:49:51Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,173,26.40042786,-80.0609,2025-01-10T13:49:52Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,174,26.398913,-80.061,2025-01-10T13:49:57Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,175,26.39559,-80.0614,2025-01-10T13:50:08Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,176,26.39528766,-80.0615,2025-01-10T13:50:09Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,177,26.39265331,-80.062,2025-01-10T13:50:18Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,178,26.39064895,-80.0624,2025-01-10T13:50:25Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,179,26.3903648,-80.0624,2025-01-10T13:50:26Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,180,26.3874153,-80.0627,2025-01-10T13:50:36Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,181,26.38562811,-80.0627,2025-01-10T13:50:42Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,182,26.38502754,-80.0627,2025-01-10T13:50:44Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,183,26.38353028,-80.0626,2025-01-10T13:50:49Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,184,26.382647,-80.0625,2025-01-10T13:50:52Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,185,26.37933045,-80.0625,2025-01-10T13:51:03Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,186,26.37537008,-80.0627,2025-01-10T13:51:16Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,187,26.37100546,-80.0632,2025-01-10T13:51:30Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,188,26.36972956,-80.0634,2025-01-10T13:51:34Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,189,26.36876598,-80.0636,2025-01-10T13:51:37Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,190,26.36745824,-80.064,2025-01-10T13:51:41Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,191,26.36462197,-80.0644,2025-01-10T13:51:50Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,192,26.36245374,-80.0645,2025-01-10T13:51:57Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,193,26.36153189,-80.0646,2025-01-10T13:52:00Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,194,26.36060913,-80.0646,2025-01-10T13:52:03Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,195,26.35967061,-80.0645,2025-01-10T13:52:06Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
1/10/2025,1,196,26.35874122,-80.0645,2025-01-10T13:52:09Z,0,West,5-10,NE,,3,2,2,25-50%,0,0,0,0,
